"","ensembl_id","gene_name"
"14693","ENSMUSG00000013643","Lypd8"
"14694","ENSMUSG00000013653","1810065E05Rik"
"14695","ENSMUSG00000058287","Gm12253"
"14696","ENSMUSG00000052642","4930504O13Rik"
"14697","ENSMUSG00000043314","Olfr30"
"14698","ENSMUSG00000050813","Olfr332"
"14699","ENSMUSG00000058807","Olfr331"
"14700","ENSMUSG00000050818","Olfr330"
"14701","ENSMUSG00000064252","Olfr329-ps"
"14702","ENSMUSG00000057654","Olfr328"
"14703","ENSMUSG00000059279","Olfr224"
"14704","ENSMUSG00000060765","Olfr325"
"14705","ENSMUSG00000056564","Olfr324"
"14706","ENSMUSG00000037145","2210407C18Rik"
"14707","ENSMUSG00000043880","Olfr323"
"14708","ENSMUSG00000037124","Trim58"
"14709","ENSMUSG00000063549","Olfr322"
"14710","ENSMUSG00000107711","Olfr320"
"14711","ENSMUSG00000064044","Olfr319"
"14712","ENSMUSG00000108265","Olfr318"
"14713","ENSMUSG00000060030","Olfr317"
"14714","ENSMUSG00000107677","Olfr316"
"14715","ENSMUSG00000056959","Olfr315"
"14716","ENSMUSG00000059504","Olfr314"
"14717","ENSMUSG00000049154","Fam183b"
"14718","ENSMUSG00000070438","Olfr313"
"14719","ENSMUSG00000096806","Olfr312"
"14720","ENSMUSG00000094805","Olfr311"
"14721","ENSMUSG00000072915","Gm12258"
"14722","ENSMUSG00000020491","2810021J22Rik"
"14723","ENSMUSG00000037001","Zfp39"
"14724","ENSMUSG00000020490","Btnl10"
"14725","ENSMUSG00000020496","Rnf187"
"14726","ENSMUSG00000056895","Hist3h2ba"
"14727","ENSMUSG00000036964","Trim17"
"14728","ENSMUSG00000078851","Hist3h2a"
"14729","ENSMUSG00000020455","Trim11"
"14730","ENSMUSG00000061462","Obscn"
"14731","ENSMUSG00000049287","Iba57"
"14732","ENSMUSG00000043448","Gjc2"
"14733","ENSMUSG00000020444","Guk1"
"14734","ENSMUSG00000036860","Mrpl55"
"14735","ENSMUSG00000020441","2310033P09Rik"
"14736","ENSMUSG00000048076","Arf1"
"14737","ENSMUSG00000009900","Wnt3a"
"14738","ENSMUSG00000000126","Wnt9a"
"14739","ENSMUSG00000049291","Prss38"
"14740","ENSMUSG00000009894","Snap47"
"14741","ENSMUSG00000036819","Jmjd4"
"14742","ENSMUSG00000054519","Zfp867"
"14743","ENSMUSG00000020472","Zkscan17"
"14744","ENSMUSG00000032691","Nlrp3"
"14745","ENSMUSG00000059610","Olfr222"
"14746","ENSMUSG00000048919","Olfr223"
"14747","ENSMUSG00000005417","Mprip"
"14748","ENSMUSG00000043648","Pld6"
"14749","ENSMUSG00000032633","Flcn"
"14750","ENSMUSG00000019373","Cops3"
"14751","ENSMUSG00000032615","Nt5m"
"14752","ENSMUSG00000061650","Med9"
"14753","ENSMUSG00000049892","Rasd1"
"14754","ENSMUSG00000000301","Pemt"
"14755","ENSMUSG00000062115","Rai1"
"14756","ENSMUSG00000020538","Srebf1"
"14757","ENSMUSG00000000538","Tom1l2"
"14758","ENSMUSG00000056598","Lrrc48"
"14759","ENSMUSG00000042709","Atpaf2"
"14760","ENSMUSG00000018415","Gid4"
"14761","ENSMUSG00000020537","Drg2"
"14762","ENSMUSG00000042678","Myo15"
"14763","ENSMUSG00000042650","Alkbh5"
"14764","ENSMUSG00000020536","Llgl1"
"14765","ENSMUSG00000002812","Flii"
"14766","ENSMUSG00000018599","Mief2"
"14767","ENSMUSG00000002814","Top3a"
"14768","ENSMUSG00000049323","Smcr8"
"14769","ENSMUSG00000020534","Shmt1"
"14770","ENSMUSG00000042569","Dhrs7b"
"14771","ENSMUSG00000043284","Tmem11"
"14772","ENSMUSG00000018931","Natd1"
"14773","ENSMUSG00000018932","Map2k3"
"14774","ENSMUSG00000042529","Kcnj12"
"14775","ENSMUSG00000010142","Tnfrsf13b"
"14776","ENSMUSG00000042506","Usp22"
"14777","ENSMUSG00000019102","Aldh3a1"
"14778","ENSMUSG00000010025","Aldh3a2"
"14779","ENSMUSG00000069855","Slc47a2"
"14780","ENSMUSG00000010122","Slc47a1"
"14781","ENSMUSG00000010086","Rnf112"
"14782","ENSMUSG00000042436","Mfap4"
"14783","ENSMUSG00000001034","Mapk7"
"14784","ENSMUSG00000001039","B9d1"
"14785","ENSMUSG00000001036","Epn2"
"14786","ENSMUSG00000004837","Grap"
"14787","ENSMUSG00000042371","Slc5a10"
"14788","ENSMUSG00000042377","Fam83g"
"14789","ENSMUSG00000020528","Prpsap2"
"14790","ENSMUSG00000004798","Ulk2"
"14791","ENSMUSG00000047804","Akap10"
"14792","ENSMUSG00000042331","Specc1"
"14793","ENSMUSG00000018500","Adora2b"
"14794","ENSMUSG00000014243","Zswim7"
"14795","ENSMUSG00000042298","Ttc19"
"14796","ENSMUSG00000018501","Ncor1"
"14797","ENSMUSG00000014245","Pigl"
"14798","ENSMUSG00000018509","Cenpv"
"14799","ENSMUSG00000019505","Ubb"
"14800","ENSMUSG00000018507","Trpv2"
"14801","ENSMUSG00000046417","Lrrc75a"
"14802","ENSMUSG00000048497","Mmgt2"
"14803","ENSMUSG00000005267","Zfp287"
"14804","ENSMUSG00000047342","Zfp286"
"14805","ENSMUSG00000047821","Trim16"
"14806","ENSMUSG00000090173","Fbxw10"
"14807","ENSMUSG00000014177","Tvp23b"
"14808","ENSMUSG00000042200","Cdrt4"
"14809","ENSMUSG00000042189","Tekt3"
"14810","ENSMUSG00000018217","Pmp22"
"14811","ENSMUSG00000070407","Hs3st3b1"
"14812","ENSMUSG00000042148","Cox10"
"14813","ENSMUSG00000047759","Hs3st3a1"
"14814","ENSMUSG00000020549","Elac2"
"14815","ENSMUSG00000033389","Arhgap44"
"14816","ENSMUSG00000020542","Myocd"
"14817","ENSMUSG00000033352","Map2k4"
"14818","ENSMUSG00000018347","Zkscan6"
"14819","ENSMUSG00000056752","Dnah9"
"14820","ENSMUSG00000053930","Shisa6"
"14821","ENSMUSG00000048070","Pirt"
"14822","ENSMUSG00000085683","9130409J20Rik"
"14823","ENSMUSG00000050270","Tmem220"
"14824","ENSMUSG00000020910","Adprm"
"14825","ENSMUSG00000069844","Sco1"
"14826","ENSMUSG00000020908","Myh3"
"14827","ENSMUSG00000033196","Myh2"
"14828","ENSMUSG00000056328","Myh1"
"14829","ENSMUSG00000057003","Myh4"
"14830","ENSMUSG00000055775","Myh8"
"14831","ENSMUSG00000060180","Myh13"
"14832","ENSMUSG00000033066","Gas7"
"14833","ENSMUSG00000049928","Glp2r"
"14834","ENSMUSG00000020907","Rcvrn"
"14835","ENSMUSG00000097886","Gsg1l2"
"14836","ENSMUSG00000033044","Dhrs7c"
"14837","ENSMUSG00000020905","Usp43"
"14838","ENSMUSG00000020904","Cfap52"
"14839","ENSMUSG00000020903","Stx8"
"14840","ENSMUSG00000020902","Ntn1"
"14841","ENSMUSG00000020901","Pik3r5"
"14842","ENSMUSG00000046207","Pik3r6"
"14843","ENSMUSG00000048329","Mfsd6l"
"14844","ENSMUSG00000045915","Ccdc42"
"14845","ENSMUSG00000020900","Myh10"
"14846","ENSMUSG00000018736","Ndel1"
"14847","ENSMUSG00000046490","Rnf222"
"14848","ENSMUSG00000060938","Rpl26"
"14849","ENSMUSG00000032921","Odf4"
"14850","ENSMUSG00000052921","Arhgef15"
"14851","ENSMUSG00000018740","Slc25a35"
"14852","ENSMUSG00000032892","Rangrf"
"14853","ENSMUSG00000020899","Pfas"
"14854","ENSMUSG00000020898","Ctc1"
"14855","ENSMUSG00000020897","Aurkb"
"14856","ENSMUSG00000045176","Borcs6"
"14857","ENSMUSG00000020895","Tmem107"
"14858","ENSMUSG00000020894","Vamp2"
"14859","ENSMUSG00000020893","Per1"
"14860","ENSMUSG00000023781","Hes7"
"14861","ENSMUSG00000020892","Aloxe3"
"14862","ENSMUSG00000032807","Alox12b"
"14863","ENSMUSG00000020891","Alox8"
"14864","ENSMUSG00000020890","Gucy2e"
"14865","ENSMUSG00000032782","Cntrob"
"14866","ENSMUSG00000049299","Trappc1"
"14867","ENSMUSG00000018470","Kcnab3"
"14868","ENSMUSG00000043419","Chd3os"
"14869","ENSMUSG00000018474","Chd3"
"14870","ENSMUSG00000044795","Cyb5d1"
"14871","ENSMUSG00000059278","Naa38"
"14872","ENSMUSG00000045377","Tmem88"
"14873","ENSMUSG00000018476","Kdm6b"
"14874","ENSMUSG00000005237","Dnah2"
"14875","ENSMUSG00000003934","Efnb3"
"14876","ENSMUSG00000041346","Wrap53"
"14877","ENSMUSG00000059552","Trp53"
"14878","ENSMUSG00000041329","Atp1b2"
"14879","ENSMUSG00000005202","Shbg"
"14880","ENSMUSG00000069835","Sat2"
"14881","ENSMUSG00000018765","Fxr2"
"14882","ENSMUSG00000041287","Sox15"
"14883","ENSMUSG00000018761","Mpdu1"
"14884","ENSMUSG00000018774","Cd68"
"14885","ENSMUSG00000059796","Eif4a1"
"14886","ENSMUSG00000005204","Senp3"
"14887","ENSMUSG00000018752","Tnfsfm13"
"14888","ENSMUSG00000089669","Tnfsf13"
"14889","ENSMUSG00000097328","Tnfsf12"
"14890","ENSMUSG00000005198","Polr2a"
"14891","ENSMUSG00000018776","Slc35g3"
"14892","ENSMUSG00000018750","Zbtb4"
"14893","ENSMUSG00000041189","Chrnb1"
"14894","ENSMUSG00000042826","Fgf11"
"14895","ENSMUSG00000089876","Tmem102"
"14896","ENSMUSG00000044084","4933402P03Rik"
"14897","ENSMUSG00000041165","Spem1"
"14898","ENSMUSG00000051790","Nlgn2"
"14899","ENSMUSG00000070394","Tmem256"
"14900","ENSMUSG00000019461","Plscr3"
"14901","ENSMUSG00000001583","Tnk1"
"14902","ENSMUSG00000094845","Tmem95"
"14903","ENSMUSG00000046731","Kctd11"
"14904","ENSMUSG00000001588","Acap1"
"14905","ENSMUSG00000018570","2810408A11Rik"
"14906","ENSMUSG00000047284","Neurl4"
"14907","ENSMUSG00000023170","Gps2"
"14908","ENSMUSG00000078812","Eif5a"
"14909","ENSMUSG00000018554","Ybx2"
"14910","ENSMUSG00000018566","Slc2a4"
"14911","ENSMUSG00000018569","Cldn7"
"14912","ENSMUSG00000018565","Elp5"
"14913","ENSMUSG00000018559","Ctdnep1"
"14914","ENSMUSG00000018567","Gabarap"
"14915","ENSMUSG00000018572","Phf23"
"14916","ENSMUSG00000020888","Dvl2"
"14917","ENSMUSG00000018574","Acadvl"
"14918","ENSMUSG00000020886","Dlg4"
"14919","ENSMUSG00000020884","Asgr1"
"14920","ENSMUSG00000040963","Asgr2"
"14921","ENSMUSG00000040950","Mgl2"
"14922","ENSMUSG00000000318","Clec10a"
"14923","ENSMUSG00000040938","Slc16a11"
"14924","ENSMUSG00000044367","Slc16a13"
"14925","ENSMUSG00000000317","Bcl6b"
"14926","ENSMUSG00000020831","0610010K14Rik"
"14927","ENSMUSG00000040904","Gm21988"
"14928","ENSMUSG00000093989","Rnasek"
"14929","ENSMUSG00000000320","Alox12"
"14930","ENSMUSG00000018907","Alox12e"
"14931","ENSMUSG00000018924","Alox15"
"14932","ENSMUSG00000018921","Pelp1"
"14933","ENSMUSG00000060216","Arrb2"
"14934","ENSMUSG00000018923","Med11"
"14935","ENSMUSG00000018920","Cxcl16"
"14936","ENSMUSG00000040829","Zmynd15"
"14937","ENSMUSG00000018919","Tm4sf5"
"14938","ENSMUSG00000020830","Vmo1"
"14939","ENSMUSG00000046811","Gltpd2"
"14940","ENSMUSG00000018286","Psmb6"
"14941","ENSMUSG00000020828","Pld2"
"14942","ENSMUSG00000020827","Mink1"
"14943","ENSMUSG00000014609","Chrne"
"14944","ENSMUSG00000087279","4930544D05Rik"
"14945","ENSMUSG00000050675","Gp1ba"
"14946","ENSMUSG00000014606","Slc25a11"
"14947","ENSMUSG00000040746","Rnf167"
"14948","ENSMUSG00000018293","Pfn1"
"14949","ENSMUSG00000060600","Eno3"
"14950","ENSMUSG00000018287","Spag7"
"14951","ENSMUSG00000040712","Camta2"
"14952","ENSMUSG00000057054","Inca1"
"14953","ENSMUSG00000020821","Kif1c"
"14954","ENSMUSG00000043602","Zfp3"
"14955","ENSMUSG00000057135","Scimp"
"14956","ENSMUSG00000020817","Rabep1"
"14957","ENSMUSG00000040667","Nup88"
"14958","ENSMUSG00000018449","Rpain"
"14959","ENSMUSG00000018446","C1qbp"
"14960","ENSMUSG00000040620","Dhx33"
"14961","ENSMUSG00000018442","Derl2"
"14962","ENSMUSG00000040599","Mis12"
"14963","ENSMUSG00000018451","6330403K07Rik"
"14964","ENSMUSG00000069830","Nlrp1a"
"14965","ENSMUSG00000070390","Nlrp1b"
"14966","ENSMUSG00000020811","Wscd1"
"14967","ENSMUSG00000040554","Aipl1"
"14968","ENSMUSG00000020808","Fam64a"
"14969","ENSMUSG00000040543","Pitpnm3"
"14970","ENSMUSG00000020807","4933427D14Rik"
"14971","ENSMUSG00000107877","Gm43951"
"14972","ENSMUSG00000020803","Txndc17"
"14973","ENSMUSG00000020801","Med31"
"14974","ENSMUSG00000020805","Slc13a5"
"14975","ENSMUSG00000040483","Xaf1"
"14976","ENSMUSG00000070388","Fbxo39"
"14977","ENSMUSG00000020799","Tekt1"
"14978","ENSMUSG00000045667","Smtnl2"
"14979","ENSMUSG00000040471","Ggt6"
"14980","ENSMUSG00000040463","Mybbp1a"
"14981","ENSMUSG00000040447","Spns2"
"14982","ENSMUSG00000020798","Spns3"
"14983","ENSMUSG00000020794","Ube2g1"
"14984","ENSMUSG00000020790","Ankfy1"
"14985","ENSMUSG00000057778","Cyb5d2"
"14986","ENSMUSG00000055670","Zzef1"
"14987","ENSMUSG00000020788","Atp2a3"
"14988","ENSMUSG00000020787","P2rx1"
"14989","ENSMUSG00000020785","Camkk1"
"14990","ENSMUSG00000020783","Ncbp3"
"14991","ENSMUSG00000005947","Itgae"
"14992","ENSMUSG00000050107","Gsg2"
"14993","ENSMUSG00000005950","P2rx5"
"14994","ENSMUSG00000047260","Emc6"
"14995","ENSMUSG00000040158","Tax1bp3"
"14996","ENSMUSG00000005949","Ctns"
"14997","ENSMUSG00000005951","Shpk"
"14998","ENSMUSG00000005952","Trpv1"
"14999","ENSMUSG00000043029","Trpv3"
"15000","ENSMUSG00000020774","Aspa"
"15001","ENSMUSG00000069825","Spata22"
"15002","ENSMUSG00000062128","Olfr20"
"15003","ENSMUSG00000063881","Olfr376"
"15004","ENSMUSG00000069823","Olfr1"
"15005","ENSMUSG00000055971","Olfr378"
"15006","ENSMUSG00000072709","Olfr380"
"15007","ENSMUSG00000072708","Olfr381"
"15008","ENSMUSG00000095312","Olfr382"
"15009","ENSMUSG00000095095","Olfr385"
"15010","ENSMUSG00000060335","Olfr384"
"15011","ENSMUSG00000060630","Zfp735"
"15012","ENSMUSG00000070383","Olfr389"
"15013","ENSMUSG00000069818","Olfr390"
"15014","ENSMUSG00000070382","Olfr391-ps"
"15015","ENSMUSG00000061984","Olfr392"
"15016","ENSMUSG00000094488","Olfr393"
"15017","ENSMUSG00000056921","Olfr394"
"15018","ENSMUSG00000062186","Olfr395"
"15019","ENSMUSG00000069816","Olfr23"
"15020","ENSMUSG00000057050","Olfr397"
"15021","ENSMUSG00000049041","Olfr398"
"15022","ENSMUSG00000047444","Olfr139"
"15023","ENSMUSG00000043692","Olfr399"
"15024","ENSMUSG00000069476","Zfp616"
"15025","ENSMUSG00000070380","Olfr401"
"15026","ENSMUSG00000070379","Olfr402"
"15027","ENSMUSG00000070378","Olfr403"
"15028","ENSMUSG00000070377","Olfr43"
"15029","ENSMUSG00000070375","Olfr406"
"15030","ENSMUSG00000070374","Olfr59"
"15031","ENSMUSG00000063116","Olfr410"
"15032","ENSMUSG00000054406","Olfr411"
"15033","ENSMUSG00000058275","Olfr412"
"15034","ENSMUSG00000038807","Rap1gap2"
"15035","ENSMUSG00000069814","E130309D14Rik"
"15036","ENSMUSG00000020741","Cluh"
"15037","ENSMUSG00000020745","Pafah1b1"
"15038","ENSMUSG00000010554","Mettl16"
"15039","ENSMUSG00000000282","Mnt"
"15040","ENSMUSG00000038351","Sgsm2"
"15041","ENSMUSG00000038335","Tsr1"
"15042","ENSMUSG00000001323","Srr"
"15043","ENSMUSG00000038290","Smg6"
"15044","ENSMUSG00000043099","Hic1"
"15045","ENSMUSG00000038268","Ovca2"
"15046","ENSMUSG00000078789","Dph1"
"15047","ENSMUSG00000045287","Rtn4rl1"
"15048","ENSMUSG00000000751","Rpa1"
"15049","ENSMUSG00000018809","Smyd4"
"15050","ENSMUSG00000000753","Serpinf1"
"15051","ENSMUSG00000038224","Serpinf2"
"15052","ENSMUSG00000045374","Wdr81"
"15053","ENSMUSG00000038217","Tlcd2"
"15054","ENSMUSG00000020850","Prpf8"
"15055","ENSMUSG00000038195","Rilp"
"15056","ENSMUSG00000038188","Scarf1"
"15057","ENSMUSG00000038178","Slc43a2"
"15058","ENSMUSG00000017781","Pitpna"
"15059","ENSMUSG00000006127","Inpp5k"
"15060","ENSMUSG00000017774","Myo1c"
"15061","ENSMUSG00000017776","Crk"
"15062","ENSMUSG00000020849","Ywhae"
"15063","ENSMUSG00000020848","Doc2b"
"15064","ENSMUSG00000020847","Rph3al"
"15065","ENSMUSG00000053783","1700016K19Rik"
"15066","ENSMUSG00000020846","Fam101b"
"15067","ENSMUSG00000017288","Vps53"
"15068","ENSMUSG00000017286","Glod4"
"15069","ENSMUSG00000069808","Fam57a"
"15070","ENSMUSG00000049396","Gemin4"
"15071","ENSMUSG00000038057","Dbil5"
"15072","ENSMUSG00000038046","Rnmtl1"
"15073","ENSMUSG00000020844","Nxn"
"15074","ENSMUSG00000020843","Timm22"
"15075","ENSMUSG00000017631","Abr"
"15076","ENSMUSG00000044243","Bhlha9"
"15077","ENSMUSG00000046275","Tusc5"
"15078","ENSMUSG00000010392","Gosr1"
"15079","ENSMUSG00000020841","Cpd"
"15080","ENSMUSG00000020839","Tmigd1"
"15081","ENSMUSG00000020840","Blmh"
"15082","ENSMUSG00000020838","Slc6a4"
"15083","ENSMUSG00000037958","Nsrp1"
"15084","ENSMUSG00000050944","Efcab5"
"15085","ENSMUSG00000037926","Ssh2"
"15086","ENSMUSG00000020836","Coro6"
"15087","ENSMUSG00000037907","Ankrd13b"
"15088","ENSMUSG00000011877","Git1"
"15089","ENSMUSG00000044328","Trp53i13"
"15090","ENSMUSG00000000686","Abhd15"
"15091","ENSMUSG00000017291","Taok1"
"15092","ENSMUSG00000037857","Nufip2"
"15093","ENSMUSG00000000724","Cryba1"
"15094","ENSMUSG00000000631","Myo18a"
"15095","ENSMUSG00000069804","Gm10277"
"15096","ENSMUSG00000017453","Pipox"
"15097","ENSMUSG00000000632","Sez6"
"15098","ENSMUSG00000037791","Phf12"
"15099","ENSMUSG00000020834","Dhrs13"
"15100","ENSMUSG00000061981","Flot2"
"15101","ENSMUSG00000020832","Eral1"
"15102","ENSMUSG00000037750","Fam222b"
"15103","ENSMUSG00000017386","Traf4"
"15104","ENSMUSG00000017405","Nek8"
"15105","ENSMUSG00000019437","Tlcd1"
"15106","ENSMUSG00000058546","Rpl23a"
"15107","ENSMUSG00000002059","Rab34"
"15108","ENSMUSG00000044122","Proca1"
"15109","ENSMUSG00000002052","Supt6"
"15110","ENSMUSG00000002064","Sdf2"
"15111","ENSMUSG00000010277","2610507B11Rik"
"15112","ENSMUSG00000037593","BC030499"
"15113","ENSMUSG00000002055","Spag5"
"15114","ENSMUSG00000017390","Aldoc"
"15115","ENSMUSG00000041958","Pigs"
"15116","ENSMUSG00000002058","Unc119"
"15117","ENSMUSG00000002057","Foxn1"
"15118","ENSMUSG00000001095","Slc13a2"
"15119","ENSMUSG00000020829","Slc46a1"
"15120","ENSMUSG00000050132","Sarm1"
"15121","ENSMUSG00000017344","Vtn"
"15122","ENSMUSG00000001103","Sebox"
"15123","ENSMUSG00000051232","Tmem199"
"15124","ENSMUSG00000001100","Poldip2"
"15125","ENSMUSG00000017615","Tnfaip1"
"15126","ENSMUSG00000001105","Ift20"
"15127","ENSMUSG00000037278","Tmem97"
"15128","ENSMUSG00000017376","Nlk"
"15129","ENSMUSG00000049489","Fam58b"
"15130","ENSMUSG00000072640","Lyrm9"
"15131","ENSMUSG00000020826","Nos2"
"15132","ENSMUSG00000001123","Lgals9"
"15133","ENSMUSG00000018334","Ksr1"
"15134","ENSMUSG00000017677","Wsb1"
"15135","ENSMUSG00000020716","Nf1"
"15136","ENSMUSG00000049612","Omg"
"15137","ENSMUSG00000070354","Gm21975"
"15138","ENSMUSG00000093938","Evi2b"
"15139","ENSMUSG00000078771","Evi2a"
"15140","ENSMUSG00000017639","Rab11fip4"
"15141","ENSMUSG00000035575","Utp6"
"15142","ENSMUSG00000017548","Suz12"
"15143","ENSMUSG00000017561","Crlf3"
"15144","ENSMUSG00000017550","Atad5"
"15145","ENSMUSG00000046909","Tefm"
"15146","ENSMUSG00000020709","Adap2"
"15147","ENSMUSG00000020707","Rnf135"
"15148","ENSMUSG00000017686","Rhot1"
"15149","ENSMUSG00000017692","Rhbdl3"
"15150","ENSMUSG00000057181","5730455P16Rik"
"15151","ENSMUSG00000017421","Zfp207"
"15152","ENSMUSG00000017428","Psmd11"
"15153","ENSMUSG00000048895","Cdk5r1"
"15154","ENSMUSG00000035441","Myo1d"
"15155","ENSMUSG00000035413","Tmem98"
"15156","ENSMUSG00000053184","Spaca3"
"15157","ENSMUSG00000020704","Asic2"
"15158","ENSMUSG00000035385","Ccl2"
"15159","ENSMUSG00000035373","Ccl7"
"15160","ENSMUSG00000020676","Ccl11"
"15161","ENSMUSG00000035352","Ccl12"
"15162","ENSMUSG00000009185","Ccl8"
"15163","ENSMUSG00000020702","Ccl1"
"15164","ENSMUSG00000020701","Tmem132e"
"15165","ENSMUSG00000020698","Cct6b"
"15166","ENSMUSG00000046010","Zfp830"
"15167","ENSMUSG00000020697","Lig3"
"15168","ENSMUSG00000020696","Rffl"
"15169","ENSMUSG00000018841","Rad51d"
"15170","ENSMUSG00000018844","Fndc8"
"15171","ENSMUSG00000020692","Nle1"
"15172","ENSMUSG00000018845","Unc45b"
"15173","ENSMUSG00000054404","Slfn5"
"15174","ENSMUSG00000069793","Slfn9"
"15175","ENSMUSG00000035208","Slfn8"
"15176","ENSMUSG00000072620","Slfn2"
"15177","ENSMUSG00000078763","Slfn1"
"15178","ENSMUSG00000000204","Slfn4"
"15179","ENSMUSG00000018986","Slfn3"
"15180","ENSMUSG00000082101","Slfn14"
"15181","ENSMUSG00000018733","Pex12"
"15182","ENSMUSG00000035152","Ap2b1"
"15183","ENSMUSG00000020684","Rasl10b"
"15184","ENSMUSG00000020686","Gas2l2"
"15185","ENSMUSG00000035085","1700020L24Rik"
"15186","ENSMUSG00000020682","Mmp28"
"15187","ENSMUSG00000020680","Taf15"
"15188","ENSMUSG00000018925","Heatr9"
"15189","ENSMUSG00000035042","Ccl5"
"15190","ENSMUSG00000019122","Ccl9"
"15191","ENSMUSG00000018927","Ccl6"
"15192","ENSMUSG00000000982","Ccl3"
"15193","ENSMUSG00000018930","Ccl4"
"15194","ENSMUSG00000069792","Wfdc17"
"15195","ENSMUSG00000000983","Wfdc18"
"15196","ENSMUSG00000051748","Wfdc21"
"15197","ENSMUSG00000000976","Heatr6"
"15198","ENSMUSG00000020679","Hnf1b"
"15199","ENSMUSG00000020677","Ddx52"
"15200","ENSMUSG00000034940","Synrg"
"15201","ENSMUSG00000018648","Dusp14"
"15202","ENSMUSG00000018651","Tada2a"
"15203","ENSMUSG00000020532","Acaca"
"15204","ENSMUSG00000051452","Gm11437"
"15205","ENSMUSG00000018697","Aatf"
"15206","ENSMUSG00000018698","Lhx1"
"15207","ENSMUSG00000018405","Mrm1"
"15208","ENSMUSG00000034449","Dhrs11"
"15209","ENSMUSG00000020530","Ggnbp2"
"15210","ENSMUSG00000045140","Pigw"
"15211","ENSMUSG00000020527","Myo19"
"15212","ENSMUSG00000020526","Znhit3"
"15213","ENSMUSG00000000805","Car4"
"15214","ENSMUSG00000000804","Usp32"
"15215","ENSMUSG00000018479","1700125H20Rik"
"15216","ENSMUSG00000018481","Appbp2"
"15217","ENSMUSG00000020525","Ppm1d"
"15218","ENSMUSG00000059439","Bcas3"
"15219","ENSMUSG00000000093","Tbx2"
"15220","ENSMUSG00000000094","Tbx4"
"15221","ENSMUSG00000034329","Brip1"
"15222","ENSMUSG00000018068","Ints2"
"15223","ENSMUSG00000034297","Med13"
"15224","ENSMUSG00000020521","Rnft1"
"15225","ENSMUSG00000020516","Rps6kb1"
"15226","ENSMUSG00000020513","Tubd1"
"15227","ENSMUSG00000018171","Vmp1"
"15228","ENSMUSG00000072582","Ptrh2"
"15229","ENSMUSG00000047126","Cltc"
"15230","ENSMUSG00000018425","Dhx40"
"15231","ENSMUSG00000018427","Ypel2"
"15232","ENSMUSG00000061666","Gdpd1"
"15233","ENSMUSG00000020495","Smg8"
"15234","ENSMUSG00000020493","Prr11"
"15235","ENSMUSG00000020492","Ska2"
"15236","ENSMUSG00000018548","Trim37"
"15237","ENSMUSG00000046442","Ppm1e"
"15238","ENSMUSG00000007646","Rad51c"
"15239","ENSMUSG00000010342","Tex14"
"15240","ENSMUSG00000020486","Sept4"
"15241","ENSMUSG00000018401","Mtmr4"
"15242","ENSMUSG00000070345","Hsf5"
"15243","ENSMUSG00000034177","Rnf43"
"15244","ENSMUSG00000020485","Supt4a"
"15245","ENSMUSG00000034156","Bzrap1"
"15246","ENSMUSG00000009350","Mpo"
"15247","ENSMUSG00000009356","Lpo"
"15248","ENSMUSG00000034121","Mks1"
"15249","ENSMUSG00000052234","Epx"
"15250","ENSMUSG00000093839","Olfr462"
"15251","ENSMUSG00000093920","Olfr463"
"15252","ENSMUSG00000060787","Olfr464"
"15253","ENSMUSG00000020483","Dynll2"
"15254","ENSMUSG00000018379","Srsf1"
"15255","ENSMUSG00000018377","Vezf1"
"15256","ENSMUSG00000018378","Cuedc1"
"15257","ENSMUSG00000023723","Mrps23"
"15258","ENSMUSG00000034031","Ccdc182"
"15259","ENSMUSG00000069769","Msi2"
"15260","ENSMUSG00000018428","Akap1"
"15261","ENSMUSG00000000278","Scpep1"
"15262","ENSMUSG00000057534","Gm15698"
"15263","ENSMUSG00000033983","Coil"
"15264","ENSMUSG00000000275","Trim25"
"15265","ENSMUSG00000000276","Dgke"
"15266","ENSMUSG00000072553","Gm525"
"15267","ENSMUSG00000048616","Nog"
"15268","ENSMUSG00000047773","Ankfn1"
"15269","ENSMUSG00000020553","Pctp"
"15270","ENSMUSG00000069763","Tmem100"
"15271","ENSMUSG00000003948","Mmd"
"15272","ENSMUSG00000003949","Hlf"
"15273","ENSMUSG00000020546","Stxbp4"
"15274","ENSMUSG00000020544","Cox11"
"15275","ENSMUSG00000020541","Tom1l1"
"15276","ENSMUSG00000046755","Kif2b"
"15277","ENSMUSG00000056158","Car10"
"15278","ENSMUSG00000054079","Utp18"
"15279","ENSMUSG00000059474","Mbtd1"
"15280","ENSMUSG00000020857","Nme2"
"15281","ENSMUSG00000091228","Gm20390"
"15282","ENSMUSG00000037601","Nme1"
"15283","ENSMUSG00000020859","Spag9"
"15284","ENSMUSG00000037573","Tob1"
"15285","ENSMUSG00000044177","Wfikkn2"
"15286","ENSMUSG00000020863","Luc7l3"
"15287","ENSMUSG00000020864","Ankrd40"
"15288","ENSMUSG00000020865","Abcc3"
"15289","ENSMUSG00000020866","Cacna1g"
"15290","ENSMUSG00000020867","Spata20"
"15291","ENSMUSG00000010080","Epn3"
"15292","ENSMUSG00000039110","Mycbpap"
"15293","ENSMUSG00000039096","Rsad1"
"15294","ENSMUSG00000076435","Acsf2"
"15295","ENSMUSG00000039084","Chad"
"15296","ENSMUSG00000020869","Lrrc59"
"15297","ENSMUSG00000039055","Eme1"
"15298","ENSMUSG00000024414","Mrpl27"
